merchant_name,merchant_url,merchant_category,merchant_tags
Lékárna U Stříbrného orla,http://stribrnyorel.sweb.cz/,Health,"'{""Pharmacy""}'"
RESTO,http://restobaar.ee/,Food And Drink,"'{""Restaurant""}'"
Stumpel,http://www.stumpel.nl/,Consumer Goods,"'{""Bookstore""}'"
Garaža Cvjetni,http://www.bestinparking.hr/,Car,"'{""Parking""}'"
Helen Heinroos Hair Ilustuudio,http://helenheinrooshair.ee/,Beauty,"'{""Beauty Salon"",""Beauty Service""}'"
Wine shop AHOY,http://www.monvin.sk/,Groceries,"'{""Alcohol""}'"
Rukis,http://rukis.ee/,Food And Drink,"'{""Restaurant""}'"
LABIETIS,https://labietis.lv/lv/,Groceries,"'{""Alcohol""}'"
Mrabat Pharmacy,https://www.pharmacy.com.mt/sliema/mrabat-pharmacy/,Health,"'{""Pharmacy""}'"
Altana,https://www.altana.sk/kontakt,Food And Drink,"'{""Restaurant""}'"
Avondwinkel Slijterij Groteberg,http://www.mijnavondwinkel.nl/,Groceries,"'{""Groceries - Other""}'"
Saare Kütus tankla,http://www.saarekytus.ee/tanklad/aia-tanava/,Car,"'{""Gas Station""}'"
Farmacia Salofarm,https://www.salofarm.ro/,Health,"'{""Pharmacy""}'"
Nissan Kindlustus,http://www.nissankindlustus.com/contacts.html,Financial Services,"'{""Insurance""}'"
Oscars Café Bar,https://www.oscarscafebar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Ernesto's Coffee & Artisan Foods,https://www.facebook.com/ernestos.coffee/,Food And Drink,"'{""Cafe""}'"
Nemocniční lékárna ÚVN,https://www.sukl.cz/lekarna/06995001000,Health,"'{""Pharmacy""}'"
Novatours,https://www.novatours.ee/,Travel,"'{""Travel Agency""}'"
Blanenská informační kancelář Blanka,http://www.blansko.cz/blanka,Travel,"'{""Travel Agency""}'"
Treude & Metz,http://www.treude-metz.com/,House And Garden,"'{""Household Equipment""}'"
The Meydan Hotel,https://themeydanhotel.com/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
DOBRObistro,https://dobrobistro.cz/,Food And Drink,"'{""Cafe""}'"
Pro Shop LLC,http://www.proshop.ee/,Sport,"'{""Sports And Outdoor Equipment"",""Bike""}'"
Alide Hire Services Bristol,https://www.alidehire.co.uk/,House And Garden,"'{""Tools"",""Reconstruction""}'"
Notar Rita Dimitrijev,http://www.viljandinotar.ee/,Professional Services,"'{""Services - Mix""}'"
Datys,http://www.datys.sk/,Car,"'{""Gas Station"",""Logistics"",""Services - Mix""}'"
Lékárna Zahradní,http://www.sukl.cz/lekarna/32097000000,Health,"'{""Pharmacy""}'"
Limerick City and County Council,http://limerick.ie/,Bills And Household,"'{""Administrative Fees""}'"
CZ Kebab,https://www.facebook.com/CZ-KEBAB-578478316165329/,Food And Drink,"'{""Restaurant Without A Waiter"",""Kebab""}'"
Jídelna Dohoda,http://www.jidelnadohoda.cz/,Food And Drink,"'{""Restaurant Without A Waiter"",""Canteen""}'"
BISAKU,http://www.bisaku.cz/,Fashion,"'{""Fashion Accessories"",""Jewellery""}'"
De Groot Fresh Group,http://degrootfreshgroup.com/,Groceries,"'{""Groceries - Other"",""Fruit/Vegetables""}'"
Liberty Utilities,http://www.avrwater.com/,Bills And Household,"'{""Administrative Fees""}'"
Restaurace Fojtství,http://www.fojtstvi-ticha.cz/,Food And Drink,"'{""Restaurant""}'"
The Lantern,http://www.thelantern.ie/,Food And Drink,"'{""Bar"",""Drinking""}'"
Smulhoek Rijswijk,http://smulhoekrijswijk.nl/,Food And Drink,"'{""Restaurant""}'"
Asian Delight,http://www.asian-delight.nl/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
KLARA,https://klarabasel.ch/,Food And Drink,"'{""Bar"",""Cafe"",""Restaurant"",""Drinking""}'"
Lavita Salon,http://lavitasalon.cz/,Beauty,"'{""Beauty Salon"",""Beauty Service""}'"
Van Gogo's Cafe + banh mi,http://www.vangogosamsterdam.com/,Food And Drink,"'{""Cafe"",""Restaurant"",""Groceries - Other"",""Bakery""}'"
Milligram Coffee,http://www.milligram.ie/,Food And Drink,"'{""Cafe""}'"
Convenabil,http://www.autoconvenabil.ro/,Car,"'{""Car Repair Shop""}'"
Fox Dent,http://www.foxdent.cz/,Health,"'{""Clinic"",""Dentistry""}'"
Sladké Království,http://www.sladkekralovstvi.cz/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Rajka Kúria,https://www.rajkakuria.hu/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Gurmandos Restaurant,http://www.gurmandos.restaurant/,Food And Drink,"'{""Restaurant""}'"
Restaurace Lípa,http://www.menicka.cz/,Food And Drink,"'{""Restaurant""}'"
AVENTO Jewellery,https://www.avento.cz/,Fashion,"'{""Fashion Accessories"",""Jewellery""}'"
Adcentrum - Auto Duba,http://www.autojeremiasova.cz/mazda-3-nove-uvod.html,Car,"'{""Car Repair Shop"",""Car - Washing"",""Car Sales"",""Mot - State Vehicle Inspection""}'"
Phelans Pharmacy and Mobility Supplies,http://www.phelans.ie/,Health,"'{""Pharmacy""}'"
PEGAS Díly,http://pegasdily.cz/,Car,"'{""Car Repair Shop""}'"
Acast,http://ACAST.COM,Digital Services,"'{""Various Digital Services""}'"
VP Centrum,http://VPCENTRUM.EU,Electronics,"'{""Electronics Goods""}'"
Spíme.cz,http://www.spime.cz/,House And Garden,"'{""Furniture"",""Household Equipment""}'"
Auto Partner,https://autopartner.com,Car,"'{""Shopping Online""}'"
Museo Nacional del Prado,https://www.museodelprado.es/,Food And Drink,"'{""Exhibition"",""Excursions And Tourist Attractions"",""Freetime Activity""}'"
Municipal Nissewaard,http://www.nissewaard.nl/,Car,"'{""Religion"",""Administrative Fees"",""Services - Mix""}'"
DLounge Pizzeria Restaurant,https://dlounge.cz/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Rychlý drát,http://www.rychlydrat.cz,Bills And Household,"'{""Mobile And Data Services""}'"
Exness,https://www.exness.com,Financial Services,"'{""Stock Market Trading"",""Investments""}'"
L & C Cafe,https://www.landccafe.ie/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Echt Brood,http://www.echt-brood.nl/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
LIKOD,https://www.azet.sk/firma/107519/likod-s-r-o/,Car,"'{""Gas Station""}'"
An Spailpín Fánach,https://www.facebook.com/An-Spailpin-Fanach-136560251720/,Food And Drink,"'{""Bar"",""Drinking""}'"
Uni-Max,https://www.uni-max.cz/?CNTR=CZ,House And Garden,"'{""Shopping Online"",""Reconstruction""}'"
Jillian's Pooch Paradise,http://jillianspoochparadise.com/,Pets,"'{""Pet Care""}'"
ancestry.com,https://www.ancestry.com/,Professional Services,"'{""Services - Mix"",""Subscription""}'"
The Dirty Onion and Yardbird,http://www.thedirtyonion.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Hotel Restaurant Loetje Overveen,http://overveen.loetje.com/,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Kavárna Anděl,http://kavarna-andel.cz/,Food And Drink,"'{""Cafe""}'"
Lékárna Zelený anděl,http://www.firmy.cz/detail/12889793-lekarna-zelena-hvezda-cheb.html,Health,"'{""Pharmacy""}'"
Cupagahwa,http://www.cupagahwa.com/,Food And Drink,"'{""Cafe""}'"
Movies @ Dundrum,http://www.movies-at.ie/?location=Dundrum,Culture,"'{""Theater""}'"
Black & White Burger Docks Bruxsel,https://bnwburger.com/,Food And Drink,"'{""Restaurant""}'"
Vinh Nails Spa,https://www.beautynailhairsalons.com/CZ/Mlad%C3%A1-Boleslav/359225987844983/Vinh-Nails%26Spa,Beauty,"'{""Beauty Salon"",""Beauty Service""}'"
Stomart,http://www.stomart.ro/,Health,"'{""Clinic"",""Dentistry""}'"
Nocny Marek,https://www.facebook.com/nocny.marek.16,Groceries,"'{""Alcohol""}'"
Fenice Palas,https://www.fenicepalas.ro/,Food And Drink,"'{""Restaurant""}'"
DON zábavní centrum,http://www.dontrebic.cz/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Essar Oil,http://www.essaroil.co.uk/our-forecourts/madog-garage/,Car,"'{""Gas Station""}'"
Café Vídeň Rokycany,https://www.rokycansky-servis.cz/cafe-viden-rokycany/,Food And Drink,"'{""Cafe""}'"
Chleba se solí,https://chlebasesoli.cz/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Go Greek,https://www.en.gogreek.ro/,Food And Drink,"'{""Restaurant""}'"
The 51 Bar,http://www.the51bar.ie/,Food And Drink,"'{""Bar"",""Drinking""}'"
Jack's House,http://www.jackshousebowl.com/,Food And Drink,"'{""Restaurant"",""Bowling"",""Freetime Activity""}'"
Filadelfia Turism,https://www.filadelfiaturism.ro/pagina/brasov,Travel,"'{""Travel Agency""}'"
The Central Bar,http://www.thecentralbar-lk.com/,Food And Drink,"'{""Bar"",""Drinking""}'"
Pizzeria Pepe,http://pizzeriapepe.cz/,Food And Drink,"'{""Restaurant""}'"
ProMarket,http://www.promarket.bg,Groceries,"'{""Groceries - Other""}'"
Sklep KFD,https://sklep.kfd.pl/,Sport,"'{""Sports And Outdoor Equipment"",""Dietary Supplements"",""Groceries - Other""}'"
Svitavská Rychta,http://www.svitavskarychta.cz/,Food And Drink,"'{""Restaurant""}'"
Univerzita Komenského v Bratislave,https://www.uniba.sk/,Professional Services,"'{""Education""}'"
WNK Personeelsdiensten,http://wnkbedrijven.nl/,Professional Services,"'{""HR/Headhunting""}'"
Price Rite Marketplace,https://www.priceritemarketplace.com/,Groceries,"'{""Hyper-Supermarket""}'"
Záhradné a remeselné potreby Dužina,http://duzina.sk/,House And Garden,"'{""Hobby Shop""}'"
Malbo Caffé,https://www.facebook.com/malbocaffe,Food And Drink,"'{""Bar"",""Cafe"",""Restaurant"",""Drinking""}'"
Salve,http://salve.pl/,Health,"'{""Clinic""}'"
AVK Pub,https://www.superobed.sk/avk-pub-restaurant,Food And Drink,"'{""Restaurant""}'"
Syntus Gelderland,https://www.syntusgelderland.nl,Travel,"'{""Public Transport"",""Local Transport"",""Eco""}'"
The Vitamin Shoppe,https://www.vitaminshoppe.com/,Groceries,"'{""Dietary Supplements"",""Groceries - Other""}'"
BEDO,https://bedocz.cz/,House And Garden,"'{""Household Equipment""}'"
OTI,https://otiglobal.com/,Digital Services,"'{""Various Digital Services""}'"
Jarabák.cz,https://www.jarabak.cz/,House And Garden,"'{""Furniture"",""Household Equipment""}'"
Restaurace U Jagušky,http://www.jaguska.cz,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
Pizzeria Familijna,http://www.facebook.com/PizzeriaFamilijna/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Jacks Convenience Store,https://stores.best-one.co.uk/jacks-convenience-store-best-one-243654d37294,Groceries,"'{""Groceries - Other""}'"
Green Tea,http://greentea.ro/,Food And Drink,"'{""Cafe""}'"
La Cote a L'Os,https://www.pagesjaunes.fr/pros/57264289,Food And Drink,"'{""Restaurant""}'"
B&B Hotels,http://www.hotelbb.cz/cs/portal/hotels/#international,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Apotheke Dr. Küpfer,http://apotheke-kuepfer.ch/,Health,"'{""Pharmacy""}'"
Alaus Namai,http://alausnamai.lt/,Food And Drink,"'{""Bar"",""Drinking""}'"
Restaurace Shi Wei Tian,https://shiweitian-restaurace.ord.to/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Divinero,http://www.divinero.cz/,Food And Drink,"'{""Restaurant""}'"
Grammofon Cafe,https://www.facebook.com/pages/Grammofon-Cafe/1617084765224836,Food And Drink,"'{""Cafe""}'"
Restaurace U Medvěda,http://www.restauraceumedveda.cz,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Promaledobrodruhy.cz,https://www.promaledobrodruhy.cz/?gclid=EAIaIQobChMI5cCr5IGV6gIVDdd3Ch0wYwvUEAAYASAAEgLu1_D_BwE,Children,"'{""Children Clothing"",""Childrens Equipment""}'"
Železiarstvo Švrček Vladimír,http://www.zeleziarstvosvrcek.sk/,House And Garden,"'{""Ironmongery"",""Reconstruction""}'"
Maggie May's Bar,https://www.facebook.com/maggiemayswexford,Food And Drink,"'{""Bar"",""Drinking""}'"
Pergola on the Wharf,https://www.pergolacanarywharf.co.uk/,Food And Drink,"'{""Bar"",""Drinking""}'"
Děčín pro turisty,http://www.idecin.cz/,Travel,"'{""Travel Agency""}'"
Kavárna Õde,http://cafeode.webnode.cz/,Food And Drink,"'{""Cafe""}'"
Hostel Homér Libeň,https://hostelhomerliben.praguehotels.site/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Alphega farmacie,https://www.alphega-farmacie.ro/farmacii-independente/galati/galati/anemona-anemona-str-domneasca-203/,Health,"'{""Pharmacy""}'"
The Liffey Irish Bar (La Linea – Live Music & Sports Bar),http://www.theliffeybar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Music Club"",""Drinking""}'"
IT-Universitetet i København,https://itu.dk/,Professional Services,"'{""Education""}'"
Fodrak's,http://fodraks.com/,Food And Drink,"'{""Restaurant""}'"
MyFish,https://www.myfish.sk/kontakt.php,Groceries,"'{""Groceries - Other"",""Fish""}'"
Farmacia Sfanta Ecaterina,https://moovitapp.com/index/ro/transport_public-Farmacia_Sf%C3%A2nta_Ecaterina-Bucure%C8%99ti-site_15587079-2960,Health,"'{""Pharmacy""}'"
salon Wavoom ( kaderníctvo + kozmetika ),http://www.facebook.com/salonwavoom,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
AA Klinik,http://www.aaklinik.sk/,Health,"'{""Clinic"",""Dentistry""}'"
DentVisage,http://www.dentvisage.ro/,Health,"'{""Clinic"",""Dentistry""}'"
Karlos Burger,http://www.karlosburger.cz/,Food And Drink,"'{""Restaurant""}'"
Survio,https://www.survio.com,Professional Services,"'{""Services - Mix""}'"
Big International Grocery,https://www.biginternationalgrocery.co.uk/,Groceries,"'{""Groceries - Other""}'"
Midjim Convenience Stores,https://www.saulttribe.com/enterprises/midjim,Car,"'{""Gas Station""}'"
Colibri Automaty,https://www.colibri.com.pl/,Groceries,"'{""Groceries - Other"",""Vending Machine""}'"
Salon Portrait,https://www.firmy.cz/detail/12813267-salon-portrait-praha-nove-mesto.html,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
fakaheda.eu,http://www.fakaheda.eu,Digital Services,"'{""Various Digital Services""}'"
leros.cz,https://www.leros.cz,Groceries,"'{""Delicatessen And Specialized Stores"",""Tea"",""Herbs""}'"
Restaurant Fregata,https://www.restu.cz/restaurant-fregata/,Food And Drink,"'{""Restaurant""}'"
Ditzo,https://www.ditzo.nl/,Financial Services,"'{""Insurance""}'"
Paprika Vendéglő,http://www.paprikavendeglo.hu/angol/index.html,Food And Drink,"'{""Restaurant""}'"
Tričkový.cz,https://trickovy.cz/,Fashion,"'{""Shopping Online"",""Online Fashion""}'"
The Coffee Shop,https://www.tripadvisor.com/Attraction_Review-g294458-d4878853-Reviews-The_Coffee_Shop-Bucharest.html,Food And Drink,"'{""Cafe""}'"
168 restaurant,https://www.facebook.com/168restaurant.cz/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Rodeo Music,http://www.rodeopraha.cz,Food And Drink,"'{""Bar"",""Drinking""}'"
Restaurace Pacifik,http://www.hotel-pacifik.cz/,Food And Drink,"'{""Restaurant""}'"
CROWN Coffee,https://crowncoffee.ro/,Food And Drink,"'{""Cafe""}'"
BigWall,http://www.big-wall.cz/,Sport,"'{""Climbing"",""Sports Field""}'"
Potraviny Pajer,https://mapy.cz/zakladni?x=17.3948952&y=49.6180536&z=18&source=firm&id=12997791,Groceries,"'{""Groceries - Other""}'"
profi-parfemy.cz,https://www.profi-parfemy.cz/,Beauty,"'{""Cosmetics / Perfumery""}'"
Loja Finalmentebrasil,https://finalmentebrasil.nl/,Groceries,"'{""Groceries - Other""}'"
Pewel XL,https://www.facebook.com/pg/pewex.denhaag/about/?tab=overview,Groceries,"'{""Groceries - Other""}'"
ENIGOO,https://enigoo.cz/,Culture,"'{""Shopping Online"",""Online Culture""}'"
Sklep Wrzesiński Dawid,https://www.biznesfinder.pl/olecko-fhu-wrzesinski-dawid-6363922.html,Consumer Goods,"'{""Consumer Goods - Mix""}'"
hracky-4kids.cz,https://www.hracky-4kids.cz,Children,"'{""Toys"",""Childrens Equipment"",""School Supplies""}'"
Tapas Bar Miró,http://www.tapasbarmiro.cz,Food And Drink,"'{""Bar"",""Restaurant"",""Mediterranean Cuisine"",""Drinking""}'"
Steiner Beck,https://www.steiner-beck.ch/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
"Toys""R""Us",https://www.toysrus.com/,Children,"'{""Toys"",""Childrens Equipment"",""Events / Activities For Kids""}'"
Jump Juice Bars,https://www.jumpjuicebar.com,Food And Drink,"'{""Restaurant Without A Waiter"",""Fresh Bar""}'"
Restaurace Ambrózie,https://www.ambrozie.cz/,Food And Drink,"'{""Restaurant""}'"
Cellbes,http://www.cellbes.cz/?tm=282&gclid=CPmvtZ-uqssCFQjlwgodFPQP_g,Fashion,"'{""Shopping Online"",""Online Fashion""}'"
Reštaurácia Palma,http://www.pizzapalma.sk/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
iRobot,https://www.irobot.co.uk/,Electronics,"'{""Electronics Goods""}'"
Piekarnia Oskroba,https://oskroba.pl,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Dr. Staněk,http://www.drstanek.cz/146-kontakt,Beauty,"'{""Diet"",""Beauty Service"",""Healthy Lifestyle""}'"
ČS ElGé,http://www.coophb.cz/elge/,Car,"'{""Gas Station""}'"
Aparthotel Lwowska 1,https://www.lwowska1.pl/pl/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Hotel U Sládka,http://usladka.hotel.cz/#utm_source=adwords&utm_medium=cpc&utm_campaign=plzensky_kraj&hseo=usladka&gclid=CjwKEAjw6sC5BRCogcaY_dKZ2nESJABsZihxuwoTPcovjVL0FsaUSqecAUmGpDQcLr399f0g84fH0RoCRdHw_wcB,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
ZOO PEMI chovateľské potreby,https://zoo-pemi-chovatelsky-obchod.business.site/?utm_source=gmb&utm_medium=referral,Pets,"'{""Pet Supplies""}'"
House Of Flooring,https://www.houseofflooringinc.com/,House And Garden,"'{""Household Equipment""}'"
Ameerika Auto,http://www.uscar.ee/,Car,"'{""Car Sales""}'"
Pekárna u hranice,http://pekarnauhranice.cz/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
WhiteWood Café,http://whitewoodcafe.cz/,Food And Drink,"'{""Restaurant""}'"
Gwalia Stores,http://gwaliastore.co.uk/,Groceries,"'{""Gas Station"",""Groceries - Other""}'"
Kvetinky u Tinky,http://kvetinkyutinky.sk/,Consumer Goods,"'{""Florists""}'"
Pirita Seikluspark,http://piritaseikluspark.ee/,Freetime,"'{""Excursions And Tourist Attractions"",""Freetime Activity""}'"
Lekáreň Arnika,https://www.azet.sk/firma/73695/mgr-anna-sekerakova-lekaren-arnika/,Health,"'{""Pharmacy""}'"
Lékárna Vinoř,http://lekarna-vinor.cz/,Health,"'{""Pharmacy""}'"
Metrola Toidubaar,http://metrola.weebly.com/,Food And Drink,"'{""Cafe""}'"
Vilniaus Baltupių progimnazija,http://www.baltupiuprogimnazija.vilnius.lm.lt/,Professional Services,"'{""Education""}'"
Kodumasinad,http://www.kodumasinad.ee/,House And Garden,"'{""Household Equipment""}'"
goodlookin.pl,https://goodlookin.pl/,Fashion,"'{""Shopping Online""}'"
Beantown Cafe,https://www.facebook.com/beantowncafecork/,Food And Drink,"'{""Cafe""}'"
Biking.ie,http://BIKING.IE,Sport,"'{""Sports And Outdoor Equipment"",""Bike""}'"
Potraviny Jan Kohl,https://www.zlatestranky.cz/profil/H1033469,Groceries,"'{""Groceries - Other""}'"
Zelený Dvor,http://www.hotelzelenydvor.sk/,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Premium Pizza,http://www.premiumpizza.ro/,Food And Drink,"'{""Restaurant Without A Waiter"",""Pizza""}'"
Sklad piva a nápojů,https://www.sklad-napoju.cz/kontakty,Groceries,"'{""Alcohol""}'"
Crous de Toulouse - Occitanie,http://www.crous-toulouse.fr/,Groceries,"'{""Education""}'"
PourWine,http://www.pourwine.cz/,Food And Drink,"'{""Bar"",""Drinking""}'"
Dublin Kebab,https://dublinkebab.ie/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign,Food And Drink,"'{""Restaurant""}'"
Komfort Dental,http://www.komfortdental.cz/,Health,"'{""Clinic"",""Dentistry""}'"
Eye Bar Restaurant,https://www.eyefilm.nl/en/activities/restaurant,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
ProSmile Hambaravi,https://prosmile.ee/,Health,"'{""Clinic"",""Dentistry""}'"
Eni Gas E Luce,https://enigaseluce.com/,Bills And Household,"'{""Energy And Utilities"",""Electricity"",""Gas""}'"
Revolución de Cuba,https://www.revoluciondecuba.com/bar/manchester,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Profi Automyčka,http://profiautomycka.cz/,Car,"'{""Car - Washing""}'"
Eesti Maaülikooli Loomakliinik,http://loomakliinik.emu.ee/,Pets,"'{""Veterinary""}'"
Alf Heller for Hair,https://www.alfhellerforhair.ch/,Beauty,"'{""Hairdressers"",""Beauty Service""}'"
Coresi business lunch,missing note,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Camile,http://CAMILE.CO.UK,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Universitatea Lucian Blaga Sibiu,https://www.ulbsibiu.ro/en/,Professional Services,"'{""Education""}'"
Hotel Adamantino,https://www.adamantino.cz/24911-kontakty,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Frez,http://frez.ro/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Lumea Covoarelor,https://www.lumeacovoarelor.ro/,Pets,"'{""Household Equipment""}'"
Elite Confectionery Limited,https://www.facebook.com/theelitebakery/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Potraviny Covertia,http://www.covertia.cz,Groceries,"'{""Groceries - Other""}'"
Lékárna Anna,https://www.firmy.cz/detail/317314-lekarna-anna-ceska-trebova.html,Health,"'{""Pharmacy""}'"
Godavari Andhra Restaurant,http://godavari.me/,Food And Drink,"'{""Restaurant""}'"
Wine Shop Blue Mountains,http://www.folkwine.cz/,Groceries,"'{""Bar"",""Cafe"",""Alcohol"",""Drinking""}'"
Vigo Seafood Shop,http://www.vigoseafoodshop.nl/,Groceries,"'{""Delicatessen And Specialized Stores"",""Fish""}'"
asmbill.com,https://asmbill.com/,Professional Services,"'{""Dating Site"",""Services - Mix"",""Subscription""}'"
Gyrosland Pijnacker,https://gyroslandpijnacker.foodticket.nl/,Food And Drink,"'{""Restaurant""}'"
Fungi-Chem,http://fungichem.com.pl/,Groceries,"'{""Dietary Supplements"",""Groceries - Other""}'"
Yesenka Style Bar,http://www.yesenka.cz/,Food And Drink,"'{""Bar"",""Drinking""}'"
KTM Flash team,http://www.flash-team.cz/,Car,"'{""Car Repair Shop""}'"
Cobblestone Joes,https://www.facebook.com/Cobblestone-Joes-271144186429643/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Lausanne Airport,http://www.lausanne-airport.ch/,Travel,"'{""Long Distance Transport"",""Airport Lounge""}'"
Leopardstown Inn,http://www.leopardstowninn.ie/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Mobeston autovaruosad,https://autovaruosad.ee/,Car,"'{""Car Repair Shop""}'"
Piia Vilu Väikeloomakliinik,http://www.piiakliinik.ee/,Pets,"'{""Veterinary""}'"
Blackhills Clinic,http://www.blackhillsclinic.com/,Health,"'{""Clinic"",""Dentistry""}'"
Ööbiku gastronoomiatalu,http://www.oobiku.ee/,Food And Drink,"'{""Restaurant""}'"
Lunchroom Zondag,http://www.lunchroomzondag.nl/,Food And Drink,"'{""Restaurant""}'"
LOKUS,https://finstat.sk/18047301,Health,"'{""Pharmacy""}'"
Železářství BEMO,https://www.facebook.com/%C5%BDelez%C3%A1%C5%99stv%C3%AD-BEMO-248852962472045//,House And Garden,"'{""Ironmongery"",""Reconstruction""}'"
Ludana,http://ludana.katalog-stomatologu.cz/,Health,"'{""Clinic"",""Dentistry""}'"
Hotel Winkelried,https://winkelried.ch/,Travel,"'{""Accommodations"",""Bar"",""Restaurant"",""Hotels And Guesthouses"",""Drinking""}'"
teachable.com,https://teachable.com/,Professional Services,"'{""Education""}'"
Odpočivadlo Kľušov,https://odpocivadloklusov.eu/,Food And Drink,"'{""Cafe""}'"
Květiny Vanilla,http://www.kvetinyvanilla.cz/,Consumer Goods,"'{""Florists""}'"
Gourmet Deli & Bar,https://www.zomato.com/cs/praha/gourmet-deli-bar-star%C3%A9-m%C4%9Bsto-praha-1,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Morrells,http://morrells.co.uk/,House And Garden,"'{""Paints Varnishes"",""Reconstruction""}'"
FADK Grocery,https://companies.rafeeg.ae/company/fadk-grocery-l-l-c/,Groceries,"'{""Groceries - Other""}'"
ČAJ a KÁVA,https://www.serafinbyliny.cz/provozovny/caj-a-kava-detail-900,Groceries,"'{""Delicatessen And Specialized Stores""}'"
ITshop,http://www.itshop.ee/,Electronics,"'{""Electronics Goods""}'"
Hotel Śródka,http://www.hotel-srodka.pl/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Kap Café,https://www.facebook.com/KapCafe/,Food And Drink,"'{""Accommodations"",""Bar"",""Cafe"",""Exhibition"",""Groceries - Other"",""Hotels And Guesthouses"",""Bakery"",""Drinking""}'"
McGinleys Bar,http://www.mcginleys.com/,Food And Drink,"'{""Bar"",""Drinking""}'"
Mount Errigal Hotel,http://www.mounterrigal.com/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Hermitage Medical Clinic,http://www.hermitageclinic.ie/,Health,"'{""Hospital""}'"
Grusov,https://www.listafirme.ro/grusov-srl-33962478/,Groceries,"'{""Groceries - Other""}'"
Potraviny INKA,https://www.zlatestranky.sk/firmy/Brzot%C3%ADn/T226006/POTRAVINY+INKA/,Groceries,"'{""Groceries - Other""}'"
Piticiuc,https://www.emis.com/php/company-profile/RO/Piticiuc_Com_SRL_en_3159072.html,Groceries,"'{""Groceries - Other""}'"
Aktiv Hotel Rohrmooserhof,http://www.rohrmooserhof.at/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Hotel Expocenter,https://avenuehotels.ro/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Conacul Trandafirilor,https://www.conacultrandafirilor.ro/,Food And Drink,"'{""Restaurant""}'"
Almi Praha,https://www.almipraha.cz/,House And Garden,"'{""Ironmongery"",""Reconstruction""}'"
Zahradní centrum Filuna,https://regiony.penize.cz/p69299-d393439-jindrichuv-hradec-zahradnictvi-zahradni-centrum-filuna-s-r-o-zahradnictvi-jindrichuv-hradec,House And Garden,"'{""Garden centre"",""Garden""}'"
Ametller Origen,https://www.ametllerorigen.com/ca/?utm_campaign=gmb-listing&utm_content=bcn_turo_park&utm_medium=organic&utm_source=gmb,Food And Drink,"'{""Restaurant"",""Alcohol"",""Groceries - Other""}'"
Metchim Balázs,https://www.facebook.com/metchim.balazs,House And Garden,"'{""Tools"",""Reconstruction""}'"
Astro optic,http://www.firmy.cz/detail/12789282-astro-optic-praha-stodulky.html,Health,"'{""Optics And Optical Services""}'"
